Customer_names,Brand,Model,Engine_size,Fuel_type,Year_of_manufacture,Mileage,Price,purchase_place
Vivek Krishnan,Mahindra,Innova,1.4,Petrol,2014,54142,13615,Rajajinagar
Manoj Pillai,Honda,Harrier,1,Petrol,2001,92561,3732,Whitefield
Deepak Singh,Mahindra,Baleno,1.6,Petrol,2010,80723,13432,Koramangala
Manoj Rao,Toyota,Creta,1.2,Petrol,1985,73419,1861,Koramangala
Ajay Reddy,Mahindra,Harrier,1.6,Petrol,1995,84529,4856,Rajajinagar
Manoj Singh,Honda,Thar,1.6,Diesel,2022,5750,49870,Hebbal
Meera Bhatia,Mahindra,Thar,2.4,Hybrid,2008,144529,13154,Koramangala
Pooja Krishnan,Hyundai,Harrier,1.8,Hybrid,2014,45184,34655,Jayanagar
Ananya Gupta,Kia,Harrier,1,Petrol,1992,214329,777,Koramangala
Rohit Singh,Hyundai,Nexon,1.8,Hybrid,1997,188455,3218,Jayanagar
Ananya Nair,Tata,Innova,1.4,Petrol,1994,182166,1394,Basavanagudi
Neha Pillai,Kia,Harrier,2.2,Hybrid,2018,39082,51898,Koramangala
Rohit Singh,Kia,Swift,1.8,Diesel,2001,171268,4296,Rajajinagar
Divya Kumar,Tata,Baleno,4.4,Petrol,2011,78714,48487,Basavanagudi
Neha Mehta,Mahindra,Baleno,2,Diesel,2011,73733,18680,Indiranagar
Pooja Rao,Hyundai,Creta,1.8,Diesel,1997,242305,1659,Malleswaram
Sneha Joshi,Maruti,Seltos,1.8,Diesel,2001,166344,4239,HSR Layout
Priya Verma,Mahindra,Nexon,1.2,Hybrid,1990,97463,2633,Basavanagudi
Sanjay Nair,Tata,Creta,1.4,Diesel,2013,50433,19668,Indiranagar
Suresh Reddy,Mahindra,i20,1.4,Diesel,2018,24229,32057,Basavanagudi
Sanjay Patel,Maruti,City,2.2,Petrol,2009,74444,17133,Basavanagudi
Ravi Dutta,Maruti,Nexon,2.2,Hybrid,2016,45462,43702,Jayanagar
Ravi Menon,Honda,Thar,1.4,Diesel,2006,89524,9500,Basavanagudi
Sanjay Krishnan,Honda,i20,1.6,Petrol,1991,16000,5963,Yelahanka
Deepak Patel,Kia,City,2,Diesel,2022,1487,56459,Malleswaram
Divya Dutta,Honda,Nexon,1.4,Petrol,2011,87947,10825,HSR Layout
Deepak Nair,Kia,Creta,1.6,Diesel,2016,40113,27354,Yelahanka
Divya Reddy,Hyundai,City,1.4,Diesel,2000,76717,5902,HSR Layout
Kiran Choudhary,Kia,Harrier,1.4,Petrol,1991,269218,769,HSR Layout
Rohit Gupta,Mahindra,Swift,1,Hybrid,2015,48540,23011,Indiranagar
Manoj Sharma,Mahindra,i20,1.4,Hybrid,2013,88811,18232,Yelahanka
Sanjay Iyer,Maruti,i20,1,Petrol,2002,84781,4880,Koramangala
Priya Iyer,Toyota,Creta,2.2,Hybrid,1989,272683,1142,Basavanagudi
Kavya Reddy,Mahindra,Creta,1.6,Diesel,2018,46461,30075,Hebbal
Manoj Joshi,Tata,Creta,1.8,Hybrid,2014,53321,32948,Hebbal
Neha Reddy,Hyundai,i20,1.6,Petrol,1994,264924,989,Malleswaram
Kiran Patel,Tata,Seltos,4,Petrol,2000,145140,10699,Basavanagudi
Suresh Verma,Hyundai,Seltos,1.8,Hybrid,2007,132296,9998,Whitefield
Kiran Deshmukh,Mahindra,Seltos,1.2,Diesel,1997,144909,2682,Yelahanka
Aishwarya Verma,Maruti,Swift,1,Diesel,1986,138224,1019,Indiranagar
Priya Kumar,Hyundai,i20,4,Petrol,1988,219671,2140,Indiranagar
Sneha Patel,Tata,Harrier,1.4,Diesel,1989,371762,264,Indiranagar
Neha Singh,Tata,City,1.4,Diesel,1990,74327,3838,Koramangala
Ananya Choudhary,Toyota,Harrier,1.6,Petrol,1989,205047,1037,Basavanagudi
Shalini Gupta,Tata,Swift,1.6,Diesel,2022,7454,48982,Indiranagar
Neha Kumar,Hyundai,Baleno,2,Diesel,2016,11234,30509,HSR Layout
Ananya Rao,Mahindra,Innova,1.6,Petrol,2010,97296,8531,Jayanagar
Manoj Pillai,Tata,i20,2,Petrol,2017,44227,25745,Whitefield
Vivek Patel,Toyota,Baleno,1.4,Diesel,1985,267541,549,Malleswaram
Shalini Mehta,Kia,Seltos,2.2,Petrol,1997,250431,1806,HSR Layout
Aishwarya Verma,Mahindra,Seltos,1.2,Petrol,1989,149015,1190,Yelahanka
Manoj Deshmukh,Honda,Swift,2,Hybrid,2004,138340,9666,Whitefield
Shalini Sharma,Tata,City,1.2,Hybrid,1987,133425,1640,Koramangala
Neha Choudhary,Hyundai,Seltos,1,Hybrid,2001,143411,4571,Yelahanka
Ananya Deshmukh,Tata,City,1.4,Petrol,2016,40742,17342,Malleswaram
Neha Choudhary,Kia,City,5,Petrol,1999,82222,22668,Koramangala
Suresh Choudhary,Hyundai,Thar,1.4,Petrol,2012,49674,14925,Koramangala
Kiran Bhatia,Toyota,i20,1.6,Petrol,2012,66103,12102,Rajajinagar
Shalini Patel,Toyota,Innova,1.6,Petrol,1999,91360,5075,Malleswaram
Kavya Pillai,Toyota,Harrier,2,Petrol,1990,215167,954,Basavanagudi
Shalini Gupta,Mahindra,Nexon,4,Petrol,2006,30902,44836,Hebbal
Pooja Menon,Hyundai,Seltos,3,Petrol,2014,65307,63310,Hebbal
Sneha Verma,Mahindra,City,1.8,Hybrid,2018,19017,44797,Rajajinagar
Manoj Dutta,Tata,Swift,1.4,Hybrid,2007,143360,6209,HSR Layout
Neha Sharma,Kia,Swift,2.4,Petrol,2021,4915,60317,Indiranagar
Rohit Sharma,Tata,Nexon,3,Petrol,1993,260043,1477,Malleswaram
Neha Menon,Tata,Innova,1.4,Petrol,2015,36919,23449,Rajajinagar
Ananya Pillai,Maruti,Seltos,1.4,Petrol,2001,105306,4129,HSR Layout
Ravi Deshmukh,Mahindra,Harrier,1.8,Hybrid,1992,231649,1569,Whitefield
Manoj Gupta,Maruti,Thar,1.6,Petrol,1994,74472,4869,Rajajinagar
Ravi Bhatia,Tata,Innova,1.2,Petrol,2012,102514,9168,Jayanagar
Vivek Pillai,Tata,Creta,1,Petrol,1997,134735,2132,Hebbal
Ananya Joshi,Tata,Creta,1.6,Petrol,1992,175881,1944,Malleswaram
Vivek Joshi,Hyundai,Harrier,3,Petrol,2006,126718,16004,Malleswaram
Kiran Singh,Mahindra,i20,1.8,Hybrid,2008,86326,15075,Hebbal
Sanjay Iyer,Mahindra,Harrier,1.4,Petrol,1992,245794,673,Jayanagar
Aishwarya Singh,Toyota,Innova,1.6,Diesel,1988,210194,1213,Malleswaram
Kavya Mishra,Hyundai,City,4,Petrol,1984,89953,7064,Indiranagar
Kiran Choudhary,Honda,Nexon,1,Petrol,2006,113610,4460,Whitefield
Meera Nair,Mahindra,Nexon,2,Diesel,2003,106761,8665,Basavanagudi
Manoj Menon,Kia,Baleno,1.4,Petrol,1992,280925,485,Indiranagar
Divya Mehta,Toyota,Baleno,1.2,Petrol,2018,29268,19119,Yelahanka
Kavya Rao,Mahindra,Seltos,1.8,Diesel,2014,21377,28286,Malleswaram
Aishwarya Deshmukh,Maruti,Seltos,1.4,Petrol,2010,67366,13881,Yelahanka
Arjun Deshmukh,Honda,Thar,1.4,Hybrid,2018,26795,29102,Yelahanka
Sanjay Krishnan,Kia,Swift,2.4,Petrol,2018,15028,46830,Koramangala
Suresh Sharma,Kia,Harrier,1.4,Petrol,1995,144557,2883,Rajajinagar
Divya Singh,Maruti,Nexon,1.6,Diesel,2011,53818,19033,Rajajinagar
Priya Nair,Maruti,Baleno,1,Petrol,2005,165149,2762,Whitefield
Arjun Mehta,Tata,Innova,4.4,Petrol,1995,157046,9184,Jayanagar
Vivek Pillai,Mahindra,i20,1.8,Diesel,2002,48312,10853,Basavanagudi
Manoj Iyer,Tata,Nexon,2.2,Petrol,1998,172529,8241,Yelahanka
Suresh Menon,Maruti,Nexon,1.2,Petrol,2018,33619,19135,Hebbal
Priya Menon,Kia,Innova,2,Diesel,2001,210531,3218,Whitefield
Suresh Mishra,Hyundai,Baleno,2.2,Petrol,1995,170716,6851,Jayanagar
Ananya Rao,Kia,Creta,1,Petrol,2005,102319,6582,HSR Layout
Rohit Reddy,Kia,Creta,1.6,Petrol,1992,83482,4005,Jayanagar
Rohit Joshi,Hyundai,Swift,2,Petrol,2003,184605,4636,Basavanagudi
Ananya Sharma,Mahindra,Creta,1.2,Hybrid,2011,68974,13024,Indiranagar
Manoj Joshi,Kia,City,1.2,Hybrid,2007,87731,8770,Indiranagar
Rohit Dutta,Tata,Harrier,1.4,Hybrid,2003,91908,9156,Basavanagudi
Suresh Singh,Tata,Swift,1.2,Petrol,2009,115991,6014,Hebbal
Neha Sharma,Maruti,Baleno,2,Diesel,2003,99554,9137,Jayanagar
Arjun Mehta,Hyundai,Thar,2,Petrol,1993,210355,1445,Hebbal
Arjun Krishnan,Hyundai,Baleno,2,Diesel,1994,64859,5119,Malleswaram
Ananya Mehta,Maruti,Seltos,2,Petrol,2014,53491,27457,HSR Layout
Ravi Deshmukh,Honda,Harrier,1.4,Petrol,2020,16418,25347,Malleswaram
Deepak Gupta,Honda,Innova,1.8,Hybrid,1995,98303,5816,Hebbal
Deepak Pillai,Kia,Swift,1.2,Petrol,2003,144351,3143,Jayanagar
Rohit Sharma,Mahindra,Creta,1.4,Petrol,1991,130465,1749,Koramangala
Manoj Reddy,Hyundai,Seltos,1.6,Petrol,1992,289432,694,Hebbal
Ananya Deshmukh,Tata,Creta,2.6,Petrol,2006,129563,21707,Basavanagudi
Suresh Joshi,Hyundai,City,1.6,Petrol,1999,87358,6159,Koramangala
Kiran Dutta,Hyundai,Nexon,1.4,Hybrid,1992,187590,2049,Whitefield
Sneha Nair,Mahindra,Harrier,1.2,Petrol,2002,90194,4561,Malleswaram
Manoj Gupta,Honda,Baleno,1.4,Petrol,2003,23923,9067,Yelahanka
Sanjay Mehta,Tata,Swift,1.8,Hybrid,1988,206162,1512,Basavanagudi
Vivek Kumar,Honda,Innova,4,Petrol,2013,40361,45357,Basavanagudi
Meera Mishra,Tata,i20,1.8,Hybrid,2011,113594,17732,HSR Layout
Ananya Patel,Toyota,Baleno,1.8,Hybrid,1993,206465,1702,Rajajinagar
Kavya Rao,Tata,Creta,2.4,Petrol,2016,26038,46644,Koramangala
Suresh Joshi,Tata,Innova,1,Petrol,1986,341124,178,Koramangala
Vivek Pillai,Mahindra,Harrier,1.4,Diesel,1996,147377,3134,Hebbal
Aishwarya Gupta,Maruti,City,1.2,Petrol,2005,69909,7229,Koramangala
Arjun Dutta,Maruti,Thar,1.6,Diesel,2006,83961,10659,Basavanagudi
Ravi Krishnan,Honda,i20,1.8,Hybrid,2016,27600,30239,Rajajinagar
Sanjay Patel,Toyota,Nexon,1.8,Hybrid,2014,63889,30785,Indiranagar
Ajay Menon,Honda,Creta,1.8,Hybrid,1992,189028,2697,Basavanagudi
Sanjay Joshi,Hyundai,Seltos,2,Hybrid,1990,120842,4361,Rajajinagar
Kiran Verma,Kia,Nexon,1.4,Hybrid,2003,166709,4126,Malleswaram
Aishwarya Menon,Mahindra,Thar,2,Diesel,2013,49046,27731,Whitefield
Manoj Krishnan,Maruti,Baleno,1.4,Hybrid,1998,229464,2106,Whitefield
Priya Rao,Maruti,Swift,2,Petrol,2014,91341,24511,Hebbal
Arjun Sharma,Kia,Innova,1.4,Petrol,1995,127882,2330,Yelahanka
Rohit Pillai,Hyundai,Creta,4.4,Petrol,1994,179812,7091,Indiranagar
Kiran Reddy,Toyota,Nexon,1.2,Petrol,2008,43714,9014,Basavanagudi
Shalini Menon,Hyundai,City,3.5,Diesel,1998,83442,14668,HSR Layout
Kiran Choudhary,Maruti,Baleno,1.6,Diesel,2002,135733,5800,Rajajinagar
Priya Mehta,Toyota,City,1.4,Petrol,2018,13954,27379,Whitefield
Kavya Choudhary,Honda,Innova,1.2,Petrol,1994,243498,746,Jayanagar
Deepak Pillai,Hyundai,Seltos,2,Diesel,2016,47735,34147,Hebbal
Kiran Deshmukh,Mahindra,Innova,4,Petrol,1995,154629,5991,Rajajinagar
Manoj Pillai,Tata,Swift,1.6,Diesel,1998,161333,2893,Rajajinagar
Suresh Sharma,Toyota,Baleno,1.2,Petrol,1998,156867,2033,Basavanagudi
Shalini Rao,Hyundai,Seltos,2,Hybrid,2022,9373,76303,Whitefield
Kiran Verma,Tata,Harrier,1.4,Diesel,2002,115000,6374,Indiranagar
Neha Gupta,Toyota,Harrier,1.8,Hybrid,2013,56706,20768,Jayanagar
Ajay Gupta,Toyota,Thar,1.6,Diesel,1993,138312,2951,Koramangala
Kavya Krishnan,Tata,Thar,1.2,Petrol,2020,20558,26565,Basavanagudi
Suresh Krishnan,Mahindra,Nexon,2.6,Diesel,2001,71217,16789,Rajajinagar
Aishwarya Nair,Maruti,Swift,2,Hybrid,2018,27542,52923,Indiranagar
Ravi Kumar,Tata,Nexon,1.8,Diesel,2012,39923,22247,Jayanagar
Neha Nair,Tata,Seltos,2.4,Petrol,1998,252380,2395,Indiranagar
Neha Verma,Hyundai,Nexon,2,Hybrid,1993,113342,5640,Jayanagar
Sneha Nair,Hyundai,Innova,1.4,Petrol,1993,106066,3403,Indiranagar
Sneha Pillai,Hyundai,Swift,2.2,Hybrid,2014,39814,39577,Indiranagar
Ananya Sharma,Honda,Thar,2.4,Hybrid,2002,178115,6664,Malleswaram
Deepak Bhatia,Hyundai,Thar,1.8,Hybrid,1989,234308,1254,Malleswaram
Ananya Krishnan,Toyota,Innova,1.8,Hybrid,2014,51034,28437,Basavanagudi
Shalini Pillai,Hyundai,Nexon,2,Petrol,2003,148838,6923,Malleswaram
Ananya Menon,Toyota,Innova,2,Hybrid,2010,116749,17071,Indiranagar
Ajay Mishra,Kia,City,1.4,Petrol,1991,318300,482,Yelahanka
Rohit Dutta,Mahindra,Nexon,2,Diesel,2005,70202,12248,Yelahanka
Aishwarya Nair,Honda,Thar,2.4,Hybrid,2010,52925,29212,Hebbal
Deepak Bhatia,Toyota,Baleno,2,Diesel,1998,112170,5962,Yelahanka
Shalini Rao,Honda,Seltos,1.2,Petrol,2003,203556,1901,Yelahanka
Meera Deshmukh,Toyota,City,1.8,Diesel,2009,32884,18987,HSR Layout
Ajay Choudhary,Honda,Thar,1.2,Petrol,2005,113136,5586,Koramangala
Meera Krishnan,Kia,Thar,1.4,Petrol,1985,269090,414,Yelahanka
Divya Bhatia,Kia,Baleno,2,Petrol,2015,31102,35379,Yelahanka
Aishwarya Rao,Tata,Nexon,1.4,Hybrid,2021,10276,38901,Indiranagar
Vivek Menon,Toyota,City,1.8,Diesel,2013,5000,28875,Indiranagar
Shalini Dutta,Tata,Innova,1,Petrol,2018,26840,25660,Rajajinagar
Neha Pillai,Kia,Innova,2.2,Hybrid,2007,69206,20606,Jayanagar
Rohit Pillai,Kia,Thar,1.6,Petrol,2014,63006,14112,Hebbal
Suresh Krishnan,Tata,Swift,1.4,Petrol,2016,45610,16837,Yelahanka
Vivek Sharma,Toyota,Harrier,1,Hybrid,2000,86902,5050,Malleswaram
Shalini Singh,Toyota,City,2,Petrol,2001,78868,8819,Whitefield
Shalini Choudhary,Honda,Innova,2.4,Petrol,2017,57884,34025,HSR Layout
Meera Mishra,Maruti,City,1.4,Diesel,1993,196763,1688,Rajajinagar
Priya Choudhary,Hyundai,i20,1.6,Hybrid,2003,110332,6919,Rajajinagar
Kiran Iyer,Maruti,Innova,1.4,Diesel,1991,289646,534,Hebbal
Priya Mishra,Toyota,i20,1.6,Petrol,2011,72003,10885,Jayanagar
Kavya Iyer,Kia,Creta,1.8,Petrol,2018,42360,32909,Koramangala
Rohit Reddy,Hyundai,i20,1.8,Diesel,2015,50432,25483,Yelahanka
Kiran Patel,Maruti,Seltos,1.8,Petrol,2003,171088,5458,Rajajinagar
Arjun Verma,Mahindra,City,1.8,Petrol,2015,40271,21892,Basavanagudi
Aishwarya Dutta,Maruti,i20,1,Hybrid,2013,69437,13543,Whitefield
Priya Patel,Mahindra,Nexon,2.2,Hybrid,2015,28056,45312,HSR Layout
Manoj Menon,Tata,City,2,Diesel,1985,287515,544,Rajajinagar
Ananya Choudhary,Tata,Innova,2.4,Diesel,2001,144238,6871,Hebbal
Vivek Pillai,Tata,Thar,2.4,Hybrid,1993,140537,4997,Yelahanka
Neha Krishnan,Honda,Seltos,1,Petrol,2013,55408,15484,Rajajinagar
Deepak Verma,Tata,Harrier,1.4,Petrol,2002,149944,3514,Basavanagudi
Neha Singh,Mahindra,Harrier,1.8,Petrol,2021,6373,39459,Jayanagar
Pooja Singh,Maruti,City,2.4,Hybrid,2007,112049,15867,Whitefield
Priya Choudhary,Maruti,Baleno,1.8,Hybrid,2005,64815,14287,Jayanagar
Priya Rao,Tata,Nexon,1.8,Hybrid,2007,46955,21497,Hebbal
Vivek Nair,Tata,City,1,Petrol,2006,102666,7017,Basavanagudi
Suresh Dutta,Maruti,City,1.4,Diesel,2014,62309,13923,Indiranagar
Priya Dutta,Hyundai,Swift,1.8,Hybrid,1993,196835,2693,Basavanagudi
Kiran Sharma,Honda,Swift,1.2,Petrol,2017,33865,21213,Jayanagar
Meera Kumar,Maruti,Seltos,2.2,Petrol,2018,22199,91965,HSR Layout
Arjun Deshmukh,Hyundai,City,1.4,Hybrid,2001,109136,5434,Whitefield
Ananya Choudhary,Hyundai,i20,4,Petrol,2002,90474,18556,Koramangala
Kiran Patel,Kia,Seltos,2,Hybrid,2018,20952,54914,Basavanagudi
Rohit Verma,Mahindra,Baleno,1.4,Diesel,1996,103176,4418,HSR Layout
Manoj Mehta,Toyota,Creta,1.2,Petrol,2001,127723,3223,Yelahanka
Ajay Joshi,Tata,Swift,1,Hybrid,2005,74649,7671,Jayanagar
Vivek Kumar,Toyota,Nexon,2,Diesel,2019,34940,38517,Yelahanka
Shalini Menon,Tata,Innova,1.4,Hybrid,1993,196617,2024,Whitefield
Suresh Mishra,Hyundai,Harrier,1.4,Petrol,2002,127387,4427,Hebbal
Ananya Singh,Maruti,City,1,Petrol,2011,85335,11093,Basavanagudi
Ravi Choudhary,Kia,Harrier,1.4,Petrol,2003,88544,7528,Yelahanka
Divya Gupta,Tata,Baleno,1,Hybrid,1992,176604,1903,HSR Layout
Neha Mehta,Honda,i20,1.8,Hybrid,2009,68833,21350,Whitefield
Sanjay Patel,Hyundai,Creta,1.2,Petrol,2010,99925,8602,HSR Layout
Kiran Reddy,Tata,Thar,2.4,Petrol,2004,68708,13326,Whitefield
Suresh Bhatia,Maruti,Nexon,2,Hybrid,2004,129322,10382,Malleswaram
Arjun Nair,Honda,Harrier,1.4,Hybrid,2017,36461,25744,Rajajinagar
Deepak Singh,Honda,i20,1.2,Petrol,2009,72738,9261,Koramangala
Meera Iyer,Maruti,Seltos,1.4,Petrol,1993,217495,955,Jayanagar
Priya Verma,Kia,Seltos,2.2,Hybrid,2016,28810,48228,Malleswaram
Rohit Deshmukh,Tata,Seltos,1.4,Petrol,1992,253413,764,Jayanagar
Neha Verma,Hyundai,Innova,1.6,Diesel,1989,341741,378,Malleswaram
Sneha Mishra,Tata,City,1.6,Petrol,1999,155679,3674,Koramangala
Neha Choudhary,Hyundai,Nexon,1.8,Diesel,2019,30787,37433,Indiranagar
Sneha Menon,Maruti,Thar,5,Petrol,1996,140252,12001,Jayanagar
Ravi Bhatia,Honda,i20,1,Diesel,2012,36355,17093,Indiranagar
Deepak Iyer,Tata,Harrier,1,Petrol,1986,331165,170,Hebbal
Suresh Gupta,Maruti,Seltos,1.4,Petrol,2017,30382,22227,HSR Layout
Ravi Deshmukh,Toyota,Swift,2.4,Petrol,1995,137976,5312,Whitefield
Kavya Sharma,Honda,Swift,1.4,Diesel,2001,101907,6576,Hebbal
Meera Kumar,Toyota,Innova,1.8,Hybrid,1991,173990,2443,Malleswaram
Kavya Pillai,Mahindra,Seltos,1,Petrol,2004,138953,3203,Koramangala
Pooja Deshmukh,Hyundai,Baleno,2,Diesel,2007,163156,7234,HSR Layout
Sneha Rao,Toyota,Seltos,1.6,Petrol,2018,45204,29130,Basavanagudi
Kavya Deshmukh,Toyota,Baleno,2,Diesel,2022,7782,57759,Yelahanka
Shalini Mehta,Hyundai,i20,1.6,Petrol,2011,69205,13162,Rajajinagar
Sneha Iyer,Maruti,Creta,1,Hybrid,2006,51828,12372,Yelahanka
Ravi Reddy,Toyota,i20,2,Petrol,2000,92303,6024,Basavanagudi
Ajay Patel,Mahindra,City,1.6,Petrol,2005,145351,5011,Whitefield
Sanjay Choudhary,Maruti,City,1.2,Petrol,2004,138699,3516,Jayanagar
Priya Choudhary,Honda,i20,1.8,Hybrid,2006,42787,17550,Rajajinagar
Deepak Patel,Maruti,Seltos,2.4,Petrol,2001,136494,8020,Malleswaram
Arjun Verma,Maruti,Seltos,1,Hybrid,2019,28087,26099,Indiranagar
Priya Verma,Kia,Innova,1.2,Petrol,2007,63991,7614,Yelahanka
Divya Mishra,Hyundai,i20,1.4,Hybrid,2006,107304,9994,HSR Layout
Sneha Iyer,Mahindra,i20,1.4,Hybrid,2019,32176,39212,Malleswaram
Manoj Patel,Tata,Swift,1.4,Petrol,2007,103965,7384,HSR Layout
Vivek Sharma,Maruti,Innova,2,Petrol,1991,264040,774,Yelahanka
Ravi Pillai,Honda,Nexon,1.4,Petrol,1998,117616,3002,Yelahanka
Sanjay Nair,Kia,Nexon,1.2,Hybrid,2007,100478,8002,Hebbal
Divya Menon,Honda,Nexon,1.4,Hybrid,2016,52086,28468,HSR Layout
Shalini Nair,Mahindra,Creta,1.6,Petrol,1992,152855,1981,Koramangala
Sanjay Joshi,Tata,i20,1.8,Petrol,2010,31473,19668,Jayanagar
Neha Patel,Hyundai,Swift,2.2,Petrol,2005,101278,12003,Whitefield
Kiran Sharma,Honda,City,1.6,Hybrid,2016,27516,33957,Jayanagar
Meera Choudhary,Tata,Nexon,2,Diesel,2018,28407,31722,Koramangala
Vivek Nair,Toyota,Seltos,1.8,Diesel,2001,187542,3537,HSR Layout
Kavya Deshmukh,Kia,City,2,Petrol,1988,160189,1345,Jayanagar
Divya Choudhary,Tata,Baleno,1.4,Hybrid,2014,47951,19664,Hebbal
Vivek Rao,Toyota,Harrier,1.8,Hybrid,1995,259370,1485,Yelahanka
Ajay Gupta,Honda,Seltos,1.2,Petrol,2006,150801,3643,Whitefield
Meera Verma,Tata,Innova,1.2,Petrol,2008,97682,6448,HSR Layout
Vivek Pillai,Tata,Creta,2,Diesel,2012,99767,16624,Whitefield
Neha Reddy,Hyundai,Thar,3.5,Petrol,1987,317546,888,Basavanagudi
Kiran Krishnan,Toyota,Baleno,1.6,Petrol,2003,71971,8941,Whitefield
Shalini Mehta,Toyota,Seltos,2,Hybrid,2000,115704,8835,HSR Layout
Ajay Verma,Toyota,Thar,1.6,Petrol,2007,91299,10304,Hebbal
Shalini Krishnan,Tata,Harrier,1,Petrol,2015,27980,14774,HSR Layout
Vivek Gupta,Honda,Baleno,2,Petrol,2004,137798,6570,Indiranagar
Deepak Rao,Honda,Nexon,1.8,Diesel,2014,38215,25681,Whitefield
Meera Nair,Kia,Swift,1.4,Hybrid,1994,266923,1142,Indiranagar
Rohit Sharma,Maruti,City,1,Petrol,2008,46493,8303,Hebbal
Priya Choudhary,Toyota,Swift,1,Hybrid,2003,122382,6167,Hebbal
Kavya Kumar,Mahindra,Innova,1.6,Petrol,2004,172952,3141,HSR Layout
Pooja Pillai,Maruti,Creta,2.2,Petrol,1994,79111,6105,HSR Layout
Arjun Joshi,Kia,Innova,1.8,Hybrid,1994,203902,2705,Yelahanka
Divya Mishra,Hyundai,City,1,Petrol,2018,34297,24582,Hebbal
Sneha Choudhary,Mahindra,i20,3,Petrol,2007,160305,19433,Hebbal
Pooja Patel,Maruti,Innova,1,Hybrid,1996,35867,5384,Basavanagudi
Ravi Mishra,Kia,Seltos,1.2,Diesel,2011,86587,8723,Malleswaram
Divya Deshmukh,Maruti,Swift,3,Diesel,2018,14658,78873,Yelahanka
Priya Kumar,Toyota,i20,1.4,Petrol,2020,31287,33821,Basavanagudi
Kavya Patel,Toyota,Nexon,1.2,Petrol,1998,178757,1735,Malleswaram
Shalini Nair,Hyundai,i20,1.4,Petrol,1994,53883,4162,HSR Layout
Sneha Iyer,Honda,City,1.6,Diesel,2018,10870,36852,Whitefield
Meera Dutta,Hyundai,Creta,1.4,Hybrid,2005,82356,11191,Rajajinagar
Ananya Reddy,Toyota,City,1.6,Petrol,1998,120898,3212,Hebbal
Shalini Dutta,Tata,Harrier,2,Petrol,1991,241081,1258,Jayanagar
Suresh Singh,Hyundai,Innova,1.4,Petrol,1988,289688,342,Indiranagar
Sneha Mishra,Hyundai,Swift,2.4,Petrol,1997,246989,2355,HSR Layout
Ananya Kumar,Tata,Seltos,2,Petrol,1985,142992,2076,Yelahanka
Vivek Verma,Tata,Seltos,1.8,Diesel,2011,64697,18821,Hebbal
Neha Verma,Honda,Thar,4.4,Petrol,1998,161830,10780,Jayanagar
Sanjay Bhatia,Hyundai,Swift,1.4,Petrol,2018,28024,30158,Rajajinagar
Sneha Sharma,Hyundai,Baleno,3,Petrol,1996,156682,4509,Hebbal
Kiran Rao,Toyota,Baleno,1,Petrol,2009,93538,6317,Rajajinagar
Kavya Rao,Mahindra,Innova,1,Petrol,2019,14288,23473,Rajajinagar
Pooja Mishra,Hyundai,i20,2,Petrol,2006,81822,11520,Rajajinagar
Ananya Iyer,Honda,Thar,2,Hybrid,1986,215481,1508,Koramangala
Meera Krishnan,Tata,Baleno,2.2,Petrol,2019,28754,44415,Jayanagar
Neha Rao,Kia,Baleno,1.4,Diesel,2004,80705,9344,Malleswaram
Aishwarya Mehta,Hyundai,City,2,Diesel,2009,60524,14316,Indiranagar
Ananya Dutta,Mahindra,Nexon,1.4,Diesel,2002,113879,6429,Rajajinagar
Pooja Menon,Kia,i20,1.6,Diesel,2012,85455,15593,Yelahanka
Aishwarya Patel,Maruti,i20,1.2,Petrol,2019,5596,28309,Koramangala
Ravi Iyer,Toyota,Swift,1.8,Hybrid,2015,55395,28228,Koramangala
Kavya Sharma,Honda,Swift,1.2,Petrol,2000,136312,3178,Jayanagar
Shalini Sharma,Honda,i20,1.8,Petrol,1999,108377,5607,Yelahanka
Sanjay Iyer,Toyota,Swift,5,Petrol,2011,76754,52387,Rajajinagar
Ajay Sharma,Mahindra,Nexon,1.6,Diesel,1995,206056,2007,Rajajinagar
Aishwarya Menon,Toyota,Nexon,2,Hybrid,2000,148540,6818,Yelahanka
Shalini Nair,Honda,City,1.2,Petrol,2018,23754,19725,Basavanagudi
Deepak Choudhary,Maruti,Harrier,3,Petrol,1995,222539,3410,Jayanagar
Priya Singh,Kia,Thar,1.2,Diesel,2014,39321,17658,Indiranagar
Rohit Krishnan,Kia,Innova,1.2,Petrol,2003,138515,3381,Koramangala
Suresh Pillai,Maruti,Seltos,2,Hybrid,2012,59725,29179,Jayanagar
Arjun Deshmukh,Mahindra,Thar,1.8,Hybrid,2008,102206,15805,Koramangala
Pooja Bhatia,Kia,Innova,2,Diesel,2010,83311,15630,Hebbal
Divya Pillai,Honda,Baleno,1.4,Petrol,2018,41355,27892,Malleswaram
Shalini Rao,Mahindra,i20,1.2,Diesel,2021,17474,26189,Yelahanka
Pooja Iyer,Toyota,Thar,2.2,Hybrid,1992,199804,2713,Indiranagar
Shalini Bhatia,Tata,Swift,2,Petrol,2021,13577,33748,Yelahanka
Neha Sharma,Mahindra,Baleno,1,Petrol,2016,32446,14997,Indiranagar
Manoj Mehta,Mahindra,Creta,2,Hybrid,1997,130656,6443,Malleswaram
Pooja Reddy,Maruti,Seltos,1.4,Petrol,1994,118545,3311,Hebbal
Priya Verma,Kia,Harrier,1.8,Hybrid,2011,139810,14453,Whitefield
